"date","year","month","US_Supply","ECB_Supply","US_EPU","ECB_EPU","hist_rate","FDI_Euro area_EMU","FDI_United States_USA","GDP_Euro area_EMU","GDP_United States_USA","Infl_Euro area_EMU","Infl_United States_USA","BOP_Euro area_EMU","BOP_United States_USA","UnEmp_Euro area_EMU","UnEmp_United States_USA","HI_Eurozone","HI_USA"
2011-12-20,NA,NA,NA,NA,NA,NA,1.3081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-21,NA,NA,NA,NA,NA,NA,1.3038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-22,NA,NA,NA,NA,NA,NA,1.3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-23,NA,NA,NA,NA,NA,NA,1.3038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-27,NA,NA,NA,NA,NA,NA,1.3065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-28,NA,NA,NA,NA,NA,NA,1.2939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-29,NA,NA,NA,NA,NA,NA,1.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-30,NA,NA,NA,NA,NA,NA,1.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-03,NA,NA,NA,NA,NA,NA,1.3044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-04,NA,NA,NA,NA,NA,NA,1.2943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-05,NA,NA,NA,NA,NA,NA,1.2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-06,NA,NA,NA,NA,NA,NA,1.2717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-09,NA,NA,NA,NA,NA,NA,1.2763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-10,NA,NA,NA,NA,NA,NA,1.2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-11,NA,NA,NA,NA,NA,NA,1.2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-12,NA,NA,NA,NA,NA,NA,1.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-13,NA,NA,NA,NA,NA,NA,1.2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-17,NA,NA,NA,NA,NA,NA,1.2738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-18,NA,NA,NA,NA,NA,NA,1.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-19,NA,NA,NA,NA,NA,NA,1.2962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-20,NA,NA,NA,NA,NA,NA,1.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-23,NA,NA,NA,NA,NA,NA,1.3026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-24,NA,NA,NA,NA,NA,NA,1.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-25,NA,NA,NA,NA,NA,NA,1.3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-26,NA,NA,NA,NA,NA,NA,1.3103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-27,NA,NA,NA,NA,NA,NA,1.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-30,NA,NA,NA,NA,NA,NA,1.3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-31,NA,NA,NA,NA,NA,NA,1.3077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-02,NA,NA,NA,NA,NA,NA,1.3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-03,NA,NA,NA,NA,NA,NA,1.3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-06,NA,NA,NA,NA,NA,NA,1.3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-07,NA,NA,NA,NA,NA,NA,1.3262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-08,NA,NA,NA,NA,NA,NA,1.3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-09,NA,NA,NA,NA,NA,NA,1.3285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-10,NA,NA,NA,NA,NA,NA,1.3177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-13,NA,NA,NA,NA,NA,NA,1.3192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-14,NA,NA,NA,NA,NA,NA,1.3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-15,NA,NA,NA,NA,NA,NA,1.3067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-16,NA,NA,NA,NA,NA,NA,1.3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-17,NA,NA,NA,NA,NA,NA,1.3152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-21,NA,NA,NA,NA,NA,NA,1.3236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-22,NA,NA,NA,NA,NA,NA,1.3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-23,NA,NA,NA,NA,NA,NA,1.3371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-24,NA,NA,NA,NA,NA,NA,1.3455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-27,NA,NA,NA,NA,NA,NA,1.3394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-28,NA,NA,NA,NA,NA,NA,1.3466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-29,NA,NA,NA,NA,NA,NA,1.3324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-02,NA,NA,NA,NA,NA,NA,1.3204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-05,NA,NA,NA,NA,NA,NA,1.3212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-06,NA,NA,NA,NA,NA,NA,1.3111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-07,NA,NA,NA,NA,NA,NA,1.3152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-08,NA,NA,NA,NA,NA,NA,1.3273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-09,NA,NA,NA,NA,NA,NA,1.3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-12,NA,NA,NA,NA,NA,NA,1.3155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-13,NA,NA,NA,NA,NA,NA,1.3082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-14,NA,NA,NA,NA,NA,NA,1.3028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-15,NA,NA,NA,NA,NA,NA,1.3081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-16,NA,NA,NA,NA,NA,NA,1.3173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-19,NA,NA,NA,NA,NA,NA,1.3239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-20,NA,NA,NA,NA,NA,NA,1.3224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-21,NA,NA,NA,NA,NA,NA,1.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-22,NA,NA,NA,NA,NA,NA,1.3196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-23,NA,NA,NA,NA,NA,NA,1.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-26,NA,NA,NA,NA,NA,NA,1.3356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-27,NA,NA,NA,NA,NA,NA,1.3312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-28,NA,NA,NA,NA,NA,NA,1.3314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-29,NA,NA,NA,NA,NA,NA,1.3301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-30,NA,NA,NA,NA,NA,NA,1.3344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-02,NA,NA,NA,NA,NA,NA,1.3321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-03,NA,NA,NA,NA,NA,NA,1.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-04,NA,NA,NA,NA,NA,NA,1.3139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-05,NA,NA,NA,NA,NA,NA,1.3066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-09,NA,NA,NA,NA,NA,NA,1.3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-10,NA,NA,NA,NA,NA,NA,1.3081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-11,NA,NA,NA,NA,NA,NA,1.3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-12,NA,NA,NA,NA,NA,NA,1.3188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-13,NA,NA,NA,NA,NA,NA,1.3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-16,NA,NA,NA,NA,NA,NA,1.3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-17,NA,NA,NA,NA,NA,NA,1.3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-18,NA,NA,NA,NA,NA,NA,1.3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-19,NA,NA,NA,NA,NA,NA,1.3136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-20,NA,NA,NA,NA,NA,NA,1.3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-23,NA,NA,NA,NA,NA,NA,1.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-24,NA,NA,NA,NA,NA,NA,1.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-25,NA,NA,NA,NA,NA,NA,1.3216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-26,NA,NA,NA,NA,NA,NA,1.3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-27,NA,NA,NA,NA,NA,NA,1.3246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-30,NA,NA,NA,NA,NA,NA,1.3239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-02,NA,NA,NA,NA,NA,NA,1.3159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-03,NA,NA,NA,NA,NA,NA,1.3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-04,NA,NA,NA,NA,NA,NA,1.3085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-07,NA,NA,NA,NA,NA,NA,1.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-08,NA,NA,NA,NA,NA,NA,1.3002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-09,NA,NA,NA,NA,NA,NA,1.2935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-10,NA,NA,NA,NA,NA,NA,1.2937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-11,NA,NA,NA,NA,NA,NA,1.2918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-14,NA,NA,NA,NA,NA,NA,1.2824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-15,NA,NA,NA,NA,NA,NA,1.2728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,NA,NA,NA,NA,NA,NA,1.2718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-17,NA,NA,NA,NA,NA,NA,1.2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-18,NA,NA,NA,NA,NA,NA,1.2769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-21,NA,NA,NA,NA,NA,NA,1.2814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-22,NA,NA,NA,NA,NA,NA,1.2684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-23,NA,NA,NA,NA,NA,NA,1.2579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-24,NA,NA,NA,NA,NA,NA,1.2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-25,NA,NA,NA,NA,NA,NA,1.2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-29,NA,NA,NA,NA,NA,NA,1.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-30,NA,NA,NA,NA,NA,NA,1.2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-31,NA,NA,NA,NA,NA,NA,1.2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-04,NA,NA,NA,NA,NA,NA,1.2494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-05,NA,NA,NA,NA,NA,NA,1.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-06,NA,NA,NA,NA,NA,NA,1.2578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-07,NA,NA,NA,NA,NA,NA,1.2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-08,NA,NA,NA,NA,NA,NA,1.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-11,NA,NA,NA,NA,NA,NA,1.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-12,NA,NA,NA,NA,NA,NA,1.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-13,NA,NA,NA,NA,NA,NA,1.2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-14,NA,NA,NA,NA,NA,NA,1.2632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-15,NA,NA,NA,NA,NA,NA,1.2653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-18,NA,NA,NA,NA,NA,NA,1.2572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-19,NA,NA,NA,NA,NA,NA,1.2685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-20,NA,NA,NA,NA,NA,NA,1.2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-21,NA,NA,NA,NA,NA,NA,1.2542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-22,NA,NA,NA,NA,NA,NA,1.2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-25,NA,NA,NA,NA,NA,NA,1.2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-26,NA,NA,NA,NA,NA,NA,1.2495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-27,NA,NA,NA,NA,NA,NA,1.2466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-28,NA,NA,NA,NA,NA,NA,1.2439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-29,NA,NA,NA,NA,NA,NA,1.2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-02,NA,NA,NA,NA,NA,NA,1.2579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-03,NA,NA,NA,NA,NA,NA,1.2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-05,NA,NA,NA,NA,NA,NA,1.2391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-06,NA,NA,NA,NA,NA,NA,1.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-09,NA,NA,NA,NA,NA,NA,1.2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-10,NA,NA,NA,NA,NA,NA,1.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-11,NA,NA,NA,NA,NA,NA,1.2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-12,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-13,NA,NA,NA,NA,NA,NA,1.2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-16,NA,NA,NA,NA,NA,NA,1.2272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,NA,NA,NA,NA,NA,NA,1.2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-18,NA,NA,NA,NA,NA,NA,1.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-19,NA,NA,NA,NA,NA,NA,1.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-20,NA,NA,NA,NA,NA,NA,1.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-23,NA,NA,NA,NA,NA,NA,1.2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-24,NA,NA,NA,NA,NA,NA,1.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-25,NA,NA,NA,NA,NA,NA,1.2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-26,NA,NA,NA,NA,NA,NA,1.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-27,NA,NA,NA,NA,NA,NA,1.2317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-30,NA,NA,NA,NA,NA,NA,1.2258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-31,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-02,NA,NA,NA,NA,NA,NA,1.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-03,NA,NA,NA,NA,NA,NA,1.2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-06,NA,NA,NA,NA,NA,NA,1.2401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-07,NA,NA,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-08,NA,NA,NA,NA,NA,NA,1.2363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-09,NA,NA,NA,NA,NA,NA,1.2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-10,NA,NA,NA,NA,NA,NA,1.2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-13,NA,NA,NA,NA,NA,NA,1.2331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-14,NA,NA,NA,NA,NA,NA,1.2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-15,NA,NA,NA,NA,NA,NA,1.2284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-16,NA,NA,NA,NA,NA,NA,1.2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-17,NA,NA,NA,NA,NA,NA,1.2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-20,NA,NA,NA,NA,NA,NA,1.2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,NA,NA,NA,NA,NA,NA,1.2471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-22,NA,NA,NA,NA,NA,NA,1.2521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-23,NA,NA,NA,NA,NA,NA,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-24,NA,NA,NA,NA,NA,NA,1.2513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-27,NA,NA,NA,NA,NA,NA,1.2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-28,NA,NA,NA,NA,NA,NA,1.2563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-29,NA,NA,NA,NA,NA,NA,1.2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-30,NA,NA,NA,NA,NA,NA,1.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-31,NA,NA,NA,NA,NA,NA,1.2573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-04,NA,NA,NA,NA,NA,NA,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-05,NA,NA,NA,NA,NA,NA,1.2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-06,NA,NA,NA,NA,NA,NA,1.2631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-07,NA,NA,NA,NA,NA,NA,1.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-10,NA,NA,NA,NA,NA,NA,1.2757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-11,NA,NA,NA,NA,NA,NA,1.2853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-12,NA,NA,NA,NA,NA,NA,1.2901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-13,NA,NA,NA,NA,NA,NA,1.2989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-14,NA,NA,NA,NA,NA,NA,1.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-17,NA,NA,NA,NA,NA,NA,1.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,NA,NA,NA,NA,NA,NA,1.3044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-19,NA,NA,NA,NA,NA,NA,1.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-20,NA,NA,NA,NA,NA,NA,1.2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-21,NA,NA,NA,NA,NA,NA,1.2986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-24,NA,NA,NA,NA,NA,NA,1.2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-25,NA,NA,NA,NA,NA,NA,1.2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-26,NA,NA,NA,NA,NA,NA,1.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-27,NA,NA,NA,NA,NA,NA,1.2913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-28,NA,NA,NA,NA,NA,NA,1.2847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-02,NA,NA,NA,NA,NA,NA,1.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-03,NA,NA,NA,NA,NA,NA,1.2903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-04,NA,NA,NA,NA,NA,NA,1.3017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-05,NA,NA,NA,NA,NA,NA,1.3031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-08,NA,NA,NA,NA,NA,NA,1.2966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-09,NA,NA,NA,NA,NA,NA,1.2878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-10,NA,NA,NA,NA,NA,NA,1.2887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-11,NA,NA,NA,NA,NA,NA,1.2924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-12,NA,NA,NA,NA,NA,NA,1.2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-15,NA,NA,NA,NA,NA,NA,1.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-16,NA,NA,NA,NA,NA,NA,1.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-17,NA,NA,NA,NA,NA,NA,1.3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-18,NA,NA,NA,NA,NA,NA,1.3065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-19,NA,NA,NA,NA,NA,NA,1.3025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-22,NA,NA,NA,NA,NA,NA,1.3059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-23,NA,NA,NA,NA,NA,NA,1.2981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-24,NA,NA,NA,NA,NA,NA,1.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-25,NA,NA,NA,NA,NA,NA,1.2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
