"date","year","month","US_Supply","ECB_Supply","US_EPU","ECB_EPU","hist_rate","FDI_Euro area_EMU","FDI_United States_USA","GDP_Euro area_EMU","GDP_United States_USA","Infl_Euro area_EMU","Infl_United States_USA","BOP_Euro area_EMU","BOP_United States_USA","UnEmp_Euro area_EMU","UnEmp_United States_USA","HI_Eurozone","HI_USA"
1959-04-01,1959,"Apr",1072839.56949252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-08-01,1959,"Aug",1077057.99457906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-12-01,1959,"Dec",1077995.42237607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-02-01,1959,"Feb",1071232.55041194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-01-01,1959,"Jan",1070496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-07-01,1959,"Jul",1076254.48503877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-06-01,1959,"Jun",1075517.93462683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-03-01,1959,"Mar",1072236.9373373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-05-01,1959,"May",1074245.71118803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-11-01,1959,"Nov",1077526.70847757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-10-01,1959,"Oct",1077124.95370742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-09-01,1959,"Sep",1077258.87196413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-04-01,1960,"Apr",1079535.4823283,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-08-01,1960,"Aug",1084088.70305663,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-12-01,1960,"Dec",1087771.4551163,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-02-01,1960,"Feb",1078397.17714622,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-01-01,1960,"Jan",1078263.2588895,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-07-01,1960,"Jul",1082213.84746261,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-06-01,1960,"Jun",1081008.58315217,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-03-01,1960,"Mar",1078999.80930144,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-05-01,1960,"May",1080071.15535516,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-11-01,1960,"Nov",1086767.06819094,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-10-01,1960,"Oct",1085829.64039393,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1960-09-01,1960,"Sep",1085093.08998199,NA,NA,NA,NA,NA,NA,NA,NA,1.741180847,1.457975986,NA,NA,NA,NA,NA,NA
1961-04-01,1961,"Apr",1092793.38974314,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-08-01,1961,"Aug",1097949.24262668,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-12-01,1961,"Dec",1103239.01376695,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-02-01,1961,"Feb",1090516.77937897,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-01-01,1961,"Jan",1088909.76029838,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-07-01,1961,"Jul",1096610.06005953,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-06-01,1961,"Jun",1095739.59139088,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-03-01,1961,"Mar",1091722.04368941,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-05-01,1961,"May",1094333.44969536,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-11-01,1961,"Nov",1101832.87207143,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-10-01,1961,"Oct",1100292.8121192,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1961-09-01,1961,"Sep",1099221.46606548,NA,NA,NA,NA,NA,NA,5.747169099,2.3,1.870849614,1.070724148,NA,NA,NA,NA,NA,NA
1962-04-01,1962,"Apr",1109934.92660272,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-08-01,1962,"Aug",1114822.94297284,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-12-01,1962,"Dec",1121451.89668026,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-02-01,1962,"Feb",1106319.1336714,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-01-01,1962,"Jan",1104578.1963341,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-07-01,1962,"Jul",1113483.76040568,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-06-01,1962,"Jun",1112479.37348032,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-03-01,1962,"Mar",1108327.90752214,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-05-01,1962,"May",1111274.10916988,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-11-01,1962,"Nov",1119510.08195788,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-10-01,1962,"Oct",1117769.14462058,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1962-09-01,1962,"Sep",1116229.08466835,NA,NA,NA,NA,NA,NA,5.760932492,6.1,2.752667189,1.198773348,NA,NA,NA,NA,NA,NA
1963-04-01,1963,"Apr",1128549.56428618,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-08-01,1963,"Aug",1135446.35450703,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-12-01,1963,"Dec",1141874.43082938,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-02-01,1963,"Feb",1124933.77135486,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-01-01,1963,"Jan",1123125.8748892,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-07-01,1963,"Jul",1133772.37629809,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-06-01,1963,"Jun",1131964.47983243,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-03-01,1963,"Mar",1126808.62694888,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-05-01,1963,"May",1130424.4198802,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-11-01,1963,"Nov",1140736.12564729,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-10-01,1963,"Oct",1138593.43353985,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1963-09-01,1963,"Sep",1137053.37358762,NA,NA,NA,NA,NA,NA,4.909003592,4.4,2.921641119,1.239669421,NA,NA,NA,NA,NA,NA
1964-04-01,1964,"Apr",1147565.95673979,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-08-01,1964,"Aug",1155400.17475764,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-12-01,1964,"Dec",1162966.55626207,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-02-01,1964,"Feb",1144820.63247712,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-01-01,1964,"Jan",1143213.61339653,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-07-01,1964,"Jul",1153190.52352184,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-06-01,1964,"Jun",1151181.7496711,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-03-01,1964,"Mar",1146293.73330099,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-05-01,1964,"May",1149239.93494873,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-11-01,1964,"Nov",1161158.65979641,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-10-01,1964,"Oct",1159216.84507404,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1964-09-01,1964,"Sep",1157743.74425017,NA,NA,NA,NA,NA,NA,5.884247755,5.8,3.656731016,1.278911565,NA,NA,NA,NA,NA,NA
1965-04-01,1965,"Apr",1170131.18299635,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-08-01,1965,"Aug",1177094.93234556,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-12-01,1965,"Dec",1186067.4555455,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-02-01,1965,"Feb",1166783.22657846,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-01-01,1965,"Jan",1164841.41185609,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-07-01,1965,"Jul",1175153.11762318,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-06-01,1965,"Jun",1173278.26202917,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-03-01,1965,"Mar",1168658.08217248,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-05-01,1965,"May",1171269.48817843,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-11-01,1965,"Nov",1183723.88605298,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-10-01,1965,"Oct",1181648.15307389,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1965-09-01,1965,"Sep",1179572.4200948,NA,NA,NA,NA,NA,NA,5.048118547,6.4,3.666482803,1.585169264,NA,NA,NA,NA,NA,NA
1966-04-01,1966,"Apr",1192830.32750963,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-08-01,1966,"Aug",1195039.97874544,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-12-01,1966,"Dec",1200128.87250063,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-02-01,1966,"Feb",1189683.24847682,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-01-01,1966,"Jan",1187942.31113952,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-07-01,1966,"Jul",1193901.67356336,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-06-01,1966,"Jun",1194102.55094843,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-03-01,1966,"Mar",1191424.18581412,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-05-01,1966,"May",1193366.0005365,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-11-01,1966,"Nov",1198187.05777825,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-10-01,1966,"Oct",1197115.71172453,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1966-09-01,1966,"Sep",1196914.83433946,NA,NA,NA,NA,NA,NA,4.412751218,6.5,3.432370064,3.015075377,NA,NA,NA,NA,NA,NA
1967-04-01,1967,"Apr",1208097.0087752,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-08-01,1967,"Aug",1220618.36577811,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-12-01,1967,"Dec",1229992.64374819,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-02-01,1967,"Feb",1203409.86979016,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-01-01,1967,"Jan",1201066.30029764,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-07-01,1967,"Jul",1217605.20500201,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-06-01,1967,"Jun",1214725.96248262,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-03-01,1967,"Mar",1206489.98969462,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-05-01,1967,"May",1211511.92432145,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-11-01,1967,"Nov",1227582.11512731,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-10-01,1967,"Oct",1225573.34127658,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1967-09-01,1967,"Sep",1223229.77178406,NA,NA,NA,NA,NA,NA,3.478291635,2.5,2.987546067,2.772785623,NA,NA,NA,NA,NA,NA
1968-04-01,1968,"Apr",1237291.18873919,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-08-01,1968,"Aug",1246464.5893242,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-12-01,1968,"Dec",1258115.47765845,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-02-01,1968,"Feb",1233742.35493623,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-01-01,1968,"Jan",1231733.58108549,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-07-01,1968,"Jul",1243920.14244661,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-06-01,1968,"Jun",1241911.36859587,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-03-01,1968,"Mar",1235617.21053024,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-05-01,1968,"May",1239433.88084664,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-11-01,1968,"Nov",1255169.27601071,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-10-01,1968,"Oct",1251955.23784954,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1968-09-01,1968,"Sep",1249276.87271523,NA,NA,NA,NA,NA,NA,5.66021418,4.8,3.242828877,4.271796153,NA,NA,NA,NA,NA,NA
1969-04-01,1969,"Apr",1264074.84008229,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-08-01,1969,"Aug",1267021.04173004,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-12-01,1969,"Dec",1272243.85374194,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-02-01,1969,"Feb",1261530.3932047,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-01-01,1969,"Jan",1259789.4558674,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-07-01,1969,"Jul",1266619.28695989,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-06-01,1969,"Jun",1265949.69567631,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-03-01,1969,"Mar",1263204.37141364,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-05-01,1969,"May",1264610.51310916,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-11-01,1969,"Nov",1270569.875533,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-10-01,1969,"Oct",1269230.69296584,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1969-09-01,1969,"Sep",1268360.22429719,NA,NA,NA,NA,NA,NA,7.133213646,3.1,2.648085711,5.4623862,NA,NA,NA,NA,NA,NA
1970-04-01,1970,"Apr",1272578.64938373,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-08-01,1970,"Aug",1283626.90556276,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-12-01,1970,"Dec",1298090.07728804,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-02-01,1970,"Feb",1271172.50768822,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-01-01,1970,"Jan",1273382.15892402,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-07-01,1970,"Jul",1279743.27611801,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-06-01,1970,"Jun",1277131.87011206,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-03-01,1970,"Mar",1271842.09897179,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-05-01,1970,"May",1274654.38236282,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-11-01,1970,"Nov",1294474.28435672,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-10-01,1970,"Oct",1291327.2053239,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1970-09-01,1970,"Sep",1287845.3306493,NA,NA,NA,NA,NA,0.113667809,5.59703132,0.216606498,4.1406484,5.838255338,NA,-6.1e+08,NA,NA,NA,NA
1971-04-01,1971,"Apr",1319450.03923416,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-08-01,1971,"Aug",1337595.96301912,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-12-01,1971,"Dec",1354201.82685184,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-02-01,1971,"Feb",1307799.15089991,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-01-01,1971,"Jan",1302375.46150293,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-07-01,1971,"Jul",1333645.37444601,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-06-01,1971,"Jun",1329226.0719744,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-03-01,1971,"Mar",1313758.51332375,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-05-01,1971,"May",1325007.64688786,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-11-01,1971,"Nov",1350385.15653545,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-10-01,1971,"Oct",1346233.69057727,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1971-09-01,1971,"Sep",1342283.10200416,NA,NA,NA,NA,0.53568088,0.066102932,3.772924963,3.292722455,5.016319433,4.292766688,NA,-5.04e+09,NA,NA,NA,NA
1972-04-01,1972,"Apr",1373017.34192037,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-08-01,1972,"Aug",1393305.95781278,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-12-01,1972,"Dec",1415804.22494099,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-02-01,1972,"Feb",1364513.53261894,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-01-01,1972,"Jan",1359156.80235032,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-07-01,1972,"Jul",1387145.71800386,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-06-01,1972,"Jun",1380583.7234248,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-03-01,1972,"Mar",1369736.34463084,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-05-01,1972,"May",1376298.3392099,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-11-01,1972,"Nov",1410179.65815893,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
1972-10-01,1972,"Oct",1405492.51917389,NA,NA,NA,NA,0.571836953,0.099287786,4.891220985,5.255501951,5.906253517,3.272278247,NA,-1.012e+10,NA,NA,NA,NA
